customer_id,total_amount,avg_amount,std_amount,transaction_count,unique_tx_types,unique_channels,days_since_last_tx,avg_monthly_spend,age,age_group,location,income_level,employment_status,estimated_income,default_probability,defaulted
CUST00020,4184.9,380.44545454545454,177.98527587211453,11,6,4,180.0,836.9799999999999,29,25-34,Eldoret,Low,Employed,19937.213218742883,0.3,0
CUST00021,16360.9,1363.4083333333333,744.7078042101581,12,6,2,180.0,3272.1800000000003,42,35-44,Nakuru,Medium,Business Owner,69077.37051102276,0.1,0
CUST00022,3430.53,263.8869230769231,109.55327398003033,13,5,4,180.0,686.106,23,18-24,Eldoret,Low,Self-Employed,26030.96284913361,0.55,1
CUST00023,14482.32,1114.0246153846153,423.8806975163213,13,5,5,180.0,2068.902857142857,28,25-34,Mombasa,Medium,Student,58542.109147084084,0.30000000000000004,1
CUST00024,3184.32,398.04,161.50361057441233,8,4,2,180.0,796.08,30,25-34,Nairobi,Low,Employed,19226.072112648075,0.3,1
CUST00025,3933.23,393.323,165.38662985394086,10,4,2,180.0,655.5383333333333,29,25-34,Thika,Low,Self-Employed,18134.46198707493,0.3,0
CUST00026,4020.0299999999997,365.4572727272727,185.2166338151576,11,4,4,180.0,804.0059999999999,52,45-54,Thika,Low,Employed,21963.367275512093,0.3,0
CUST00027,9559.29,1062.1433333333334,499.40107781721906,9,5,2,180.0,1911.8580000000002,30,25-34,Mombasa,Medium,Employed,48441.72291419087,0.1,1
CUST00028,19078.47,1467.5746153846155,688.9969213237384,13,5,3,180.0,3179.7450000000003,39,35-44,Nakuru,Medium,Employed,61967.72804340903,0.1,0
CUST00029,8511.51,1418.585,385.23361918451513,6,4,2,180.0,2837.17,41,35-44,Mombasa,Medium,Employed,61940.48916146279,0.1,0
CUST00030,9280.789999999999,662.9135714285713,382.1556283989979,14,5,5,180.0,1546.7983333333334,22,18-24,Eldoret,Medium,Student,68839.56325178577,0.55,0
CUST00031,12218.18,1221.818,471.1713081436281,10,5,3,180.0,2443.636,39,35-44,Kitale,Medium,Employed,52005.92430438604,0.1,0
CUST00032,6293.31,484.1007692307693,170.40278173891107,13,5,3,180.0,1048.885,28,25-34,Eldoret,Low,Business Owner,21359.239628980074,0.3,1
CUST00033,6918.28,461.21866666666665,250.3136325511505,15,5,5,180.0,1153.0466666666666,20,18-24,Kisumu,Medium,Employed,67904.09361740256,0.35,0
CUST00034,11036.0,919.6666666666666,381.2960761148823,12,5,3,180.0,1839.3333333333333,59,55+,Mombasa,Medium,Self-Employed,58755.794540380135,0.1,0
CUST00035,2183.64,242.62666666666667,130.39923168868748,9,3,2,180.0,436.72799999999995,58,55+,Nakuru,Low,Employed,18552.00730088922,0.3,0
CUST00036,4253.24,354.43666666666667,183.72692895773997,12,5,5,180.0,1063.31,48,45-54,Eldoret,Low,Employed,19011.912303067205,0.3,0
CUST00037,4603.33,657.6185714285714,184.87955010660065,7,3,4,180.0,920.6659999999999,30,25-34,Kisumu,Low,Business Owner,25340.894105584164,0.3,0
CUST00038,2014.44,201.44400000000002,126.48369549735122,10,5,2,180.0,402.88800000000003,21,18-24,Nakuru,Low,Unemployed,24712.588834554506,0.8500000000000001,1
CUST00039,4391.38,548.9225,295.7964330293,8,4,4,180.0,878.2760000000001,38,35-44,Nairobi,Low,Student,25903.176018173097,0.5,1
CUST00040,6413.53,427.5686666666667,166.61015150287065,15,5,5,180.0,1068.9216666666669,31,25-34,Malindi,Low,Unemployed,19084.66444496881,0.6,1
CUST00041,8929.28,595.2853333333334,323.7397429123468,15,5,4,180.0,1488.2133333333334,22,18-24,Thika,Medium,Unemployed,65550.13874897634,0.6499999999999999,1
CUST00042,6759.2,482.8,271.60769687179334,14,6,5,180.0,1351.8400000000001,29,25-34,Mombasa,Low,Self-Employed,23914.627672104794,0.3,0
CUST00043,1633.3600000000001,163.336,80.54304869654074,10,6,4,180.0,326.672,23,18-24,Kisumu,Low,Unemployed,20106.35153231905,0.8500000000000001,1
CUST00044,21987.27,3664.545,1432.2533229530316,6,4,2,180.0,5496.8175,59,55+,Nairobi,High,Employed,157970.0620519517,0.0,0
CUST00045,15024.01,1365.8190909090908,518.5703099186173,11,5,5,180.0,2504.0016666666666,29,25-34,Nairobi,Medium,Self-Employed,61036.83996559705,0.1,0
CUST00046,2056.3,342.7166666666667,122.63214809611166,6,4,3,180.0,514.0749999999999,42,35-44,Nairobi,Low,Unemployed,26182.362315900526,0.6,0
CUST00047,12408.84,1378.76,476.64729714433497,9,4,3,180.0,3102.21,28,25-34,Eldoret,Medium,Employed,67893.35417004992,0.1,0
CUST00048,4170.53,417.053,249.56653488487683,10,5,5,180.0,834.106,41,35-44,Kitale,Low,Unemployed,21014.551230864676,0.6,1
CUST00049,2112.77,264.09625,126.10775210537781,8,4,3,180.0,528.1925,39,35-44,Kisumu,Low,Employed,22841.46150612385,0.3,0
CUST00050,3855.19,385.519,240.92570770306398,10,5,5,180.0,771.038,32,25-34,Kisumu,Low,Unemployed,21899.42827913545,0.6,1
CUST00051,16418.44,1824.271111111111,653.3055816852564,9,6,4,180.0,3283.6879999999996,60,55+,Mombasa,High,Employed,143902.7945740699,0.0,0
CUST00052,10550.47,1055.047,468.1399861164512,10,5,3,180.0,1758.4116666666669,49,45-54,Nairobi,Medium,Employed,61456.84808905989,0.1,0
CUST00053,9941.26,1420.18,499.6582974727161,7,4,2,180.0,1988.252,61,55+,Nairobi,Medium,Employed,66130.42610193058,0.25,1
CUST00054,27742.21,2311.8508333333334,904.2125591761984,12,6,4,180.0,5548.442,48,45-54,Thika,High,Unemployed,106861.75077631963,0.3,0
CUST00055,30354.46,3372.717777777778,1542.5911290891192,9,5,3,180.0,5059.076666666667,39,35-44,Malindi,High,Employed,142772.19884766053,0.0,0
CUST00056,11193.14,861.0107692307691,415.8122718539689,13,5,5,180.0,1865.5233333333333,59,55+,Mombasa,Medium,Self-Employed,55069.59883292531,0.1,0
CUST00057,6598.51,507.5776923076923,340.6430947769685,13,5,5,180.0,1099.7516666666668,23,18-24,Nakuru,Medium,Self-Employed,52817.41251785542,0.35,0
CUST00058,3618.06,516.8657142857143,192.49379391356513,7,5,2,180.0,723.612,30,25-34,Malindi,Low,Employed,25230.889293958382,0.3,0
CUST00059,2203.98,183.665,86.691127940732,12,5,4,180.0,367.33,21,18-24,Nairobi,Low,Business Owner,18817.69622679825,0.55,1
CUST00060,11508.980000000001,1438.6225000000002,370.7613909530341,8,4,4,180.0,2877.245,28,25-34,Thika,Medium,Employed,52918.04778429722,0.1,1
CUST00061,10485.37,1165.0411111111111,625.9850956780929,9,5,4,180.0,2097.074,31,25-34,Nakuru,Medium,Self-Employed,52330.89972722695,0.1,0
CUST00062,39931.2,2852.2285714285713,1129.7018442584217,14,5,3,180.0,6655.2,28,25-34,Nakuru,High,Self-Employed,128538.08534249682,0.0,0
CUST00063,8094.27,1156.3242857142857,537.3605618780604,7,5,3,180.0,2023.5675,49,45-54,Nairobi,Medium,Employed,55147.28846348462,0.1,0
CUST00064,11795.41,1072.31,526.7905672466051,11,4,2,180.0,2948.8525,29,25-34,Eldoret,Medium,Employed,64601.50484505163,0.1,0
CUST00065,18645.55,1331.825,631.724671413961,14,6,4,180.0,3107.5916666666667,30,25-34,Thika,Medium,Student,64100.491567398334,0.30000000000000004,0
CUST00066,4480.19,497.7988888888888,258.69798015467984,9,5,3,180.0,746.6983333333333,41,35-44,Nairobi,Low,Business Owner,20945.60622817342,0.3,0
CUST00067,3263.75,362.6388888888889,160.29848076669694,9,2,4,180.0,815.9375,23,18-24,Kisumu,Medium,Employed,57869.67796219099,0.35,0
CUST00068,2061.55,1030.775,213.36947122304076,2,2,2,180.0,1030.775,51,45-54,Nairobi,Medium,Employed,52430.01374456689,0.30000000000000004,1
CUST00069,6626.0599999999995,736.2288888888888,255.82204129259685,9,4,4,180.0,1325.212,20,18-24,Kitale,Medium,Business Owner,63422.88666976864,0.35,0
CUST00070,18143.84,863.9923809523809,378.1310080237372,21,6,3,180.0,3628.768,62,55+,Kisumu,Medium,Employed,56901.8186989814,0.25,0
CUST00071,2543.76,317.97,108.93401987310615,8,5,3,180.0,635.9399999999999,51,45-54,Thika,Low,Self-Employed,19210.447186276415,0.3,0
CUST00072,20255.71,1125.3172222222222,561.963803029483,18,5,5,180.0,5063.9275,31,25-34,Mombasa,Medium,Self-Employed,50515.03489974026,0.1,0
CUST00073,4555.4800000000005,414.1345454545455,255.1940845460034,11,3,3,180.0,911.0960000000001,23,18-24,Nairobi,Medium,Employed,55146.9059996927,0.35,0
CUST00074,17235.58,1723.5580000000002,529.6467065003488,10,5,3,180.0,2872.596666666667,49,45-54,Nairobi,Medium,Student,65239.256797129616,0.30000000000000004,1
CUST00075,8064.14,1008.0175,229.69837158139126,8,5,5,180.0,1612.828,41,35-44,Nairobi,Medium,Business Owner,48098.567206727465,0.1,1
CUST00076,254.39,254.39,0.0,1,1,1,180.0,254.39,42,35-44,Nairobi,Low,Self-Employed,20335.86395607448,0.5,0
CUST00077,3817.92,477.24,152.1679799244431,8,5,4,180.0,763.5840000000001,49,45-54,Kisumu,Low,Student,19477.596443452443,0.5,1
CUST00078,1782.78,297.13,140.71678819529674,6,3,3,180.0,356.556,23,18-24,Nairobi,Low,Self-Employed,26629.110045726105,0.55,0
CUST00079,6550.41,1637.6025,619.7887803316546,4,4,3,180.0,2183.47,32,25-34,Kisumu,Medium,Self-Employed,64240.87409767765,0.30000000000000004,1
CUST00080,3067.59,511.26500000000004,321.6934388979669,6,3,1,180.0,1022.5300000000001,22,18-24,Mombasa,Medium,Employed,53031.38108828114,0.35,1
CUST00081,34518.91,2465.636428571429,977.6686144450374,14,5,4,180.0,6903.782000000001,49,45-54,Nakuru,High,Student,117257.53099269321,0.2,1
CUST00082,2959.37,422.76714285714286,172.61982936637432,7,6,3,180.0,591.874,41,35-44,Eldoret,Low,Employed,25742.391625165226,0.3,0
CUST00083,5208.59,372.0421428571429,179.44308856435927,14,4,3,180.0,868.0983333333334,28,25-34,Nakuru,Low,Employed,19727.45653752388,0.3,1
CUST00084,8895.28,684.2523076923078,424.1953522485021,13,6,4,180.0,1779.056,19,18-24,Malindi,Medium,Business Owner,71169.56048514148,0.35,0
CUST00085,16141.76,1241.6738461538462,545.7747365372527,13,5,4,180.0,2690.2933333333335,29,25-34,Nairobi,Medium,Unemployed,54196.630461750436,0.4,1
CUST00086,4307.6900000000005,861.5380000000001,674.244338811977,5,4,3,180.0,2153.8450000000003,32,25-34,Mombasa,Medium,Business Owner,49495.53322547139,0.1,0
CUST00087,10865.44,1086.544,426.22322970220404,10,5,4,180.0,1810.9066666666665,41,35-44,Mombasa,Medium,Employed,63900.35668152005,0.1,0
CUST00088,9991.67,1248.95875,669.9281571809985,8,5,5,180.0,2497.9175,41,35-44,Mombasa,Medium,Unemployed,61969.79043964523,0.4,0
CUST00089,3909.16,781.832,140.2347983561854,5,3,3,180.0,977.29,49,45-54,Nakuru,Low,Self-Employed,27019.51422850232,0.3,0
CUST00090,27507.079999999998,3056.342222222222,1732.3891279875445,9,5,3,180.0,6876.7699999999995,29,25-34,Kisumu,High,Business Owner,148843.27184938436,0.0,0
CUST00091,2312.81,231.281,146.24990768847988,10,4,4,180.0,462.562,19,18-24,Kisumu,Low,Business Owner,21876.624562440473,0.55,0
CUST00092,12983.58,1298.358,689.9095738299492,10,4,3,180.0,2163.93,40,35-44,Mombasa,Medium,Business Owner,63560.05925499536,0.1,0
CUST00093,4539.67,907.934,610.0037438245768,5,2,3,180.0,1134.9175,49,45-54,Malindi,Medium,Business Owner,66913.96256471991,0.1,0
CUST00094,8744.119999999999,1093.0149999999999,548.8187523868227,8,5,3,180.0,2186.03,40,35-44,Malindi,Medium,Employed,59692.11818834551,0.1,0
CUST00095,2686.76,335.845,181.26024227218565,8,5,3,180.0,895.5866666666667,49,45-54,Nairobi,Low,Student,20471.841035049183,0.5,1
CUST00096,5050.95,360.78214285714284,164.4332016435466,14,6,3,180.0,721.5642857142857,32,25-34,Nairobi,Low,Employed,19906.506971573926,0.3,1
CUST00097,16029.98,1335.8316666666667,577.5040081534788,12,6,4,180.0,3205.996,42,35-44,Kitale,Medium,Student,54504.81959874041,0.30000000000000004,0
CUST00098,4531.04,503.44888888888886,225.35601830461755,9,4,4,180.0,906.208,28,25-34,Malindi,Low,Business Owner,25652.66563420044,0.3,0
CUST00099,1457.1,182.1375,88.24618028965496,8,4,4,180.0,291.41999999999996,19,18-24,Nairobi,Low,Employed,21440.646416017484,0.55,0
CUST00100,2809.39,561.8779999999999,230.9940399014659,5,3,2,180.0,936.4633333333333,21,18-24,Mombasa,Medium,Self-Employed,54300.18970982663,0.35,0
CUST00101,6054.650000000001,756.8312500000001,523.7995534945323,8,4,3,180.0,1210.93,20,18-24,Malindi,Medium,Student,66629.90199189485,0.55,1
CUST00102,9750.46,975.0459999999999,486.1079459726798,10,5,1,180.0,1950.0919999999999,41,35-44,Eldoret,Medium,Employed,48250.9246582104,0.1,0
CUST00103,2595.11,519.022,265.200250886005,5,3,3,180.0,519.022,28,25-34,Nairobi,Low,Employed,23363.88243904406,0.3,1
CUST00104,8996.37,1499.3950000000002,565.1414373676735,6,4,3,180.0,2998.7900000000004,41,35-44,Nakuru,Medium,Employed,68238.59615967315,0.1,0
CUST00105,2157.04,269.63,128.61819333649052,8,4,3,180.0,539.26,61,55+,Malindi,Low,Employed,21707.717511195802,0.44999999999999996,1
CUST00106,12960.98,2160.1633333333334,1848.9022926879252,6,4,2,180.0,3240.245,29,25-34,Thika,High,Student,120543.32765596696,0.2,0
CUST00107,12792.16,1421.351111111111,618.6965798443622,9,4,3,180.0,2132.0266666666666,30,25-34,Eldoret,Medium,Self-Employed,59169.2814466021,0.1,0
CUST00108,16598.55,1508.959090909091,702.26288652405,11,5,5,180.0,3319.71,49,45-54,Eldoret,Medium,Employed,64530.47562101051,0.1,1
CUST00109,18445.93,2305.74125,975.5373522824302,8,5,2,180.0,3689.186,28,25-34,Nairobi,High,Business Owner,133678.92353361048,0.0,0
CUST00110,2628.77,187.7692857142857,100.53749973664901,14,6,3,180.0,525.754,22,18-24,Thika,Low,Student,18082.882047926665,0.75,1
CUST00111,5099.27,463.57000000000005,165.755439971061,11,4,5,180.0,1274.8175,29,25-34,Nairobi,Low,Self-Employed,18719.549633183007,0.3,1
CUST00112,12798.17,1599.77125,811.3102077757135,8,5,4,180.0,3199.5425,29,25-34,Malindi,Medium,Employed,64621.92932134007,0.1,0
CUST00113,3407.69,425.96125,159.09190267959676,8,5,3,180.0,681.538,59,55+,Mombasa,Low,Student,21616.454464916013,0.5,1
CUST00114,10888.21,1209.801111111111,527.1873589731748,9,4,2,180.0,2177.642,48,45-54,Kitale,Medium,Employed,66128.58095966367,0.1,1
CUST00115,4192.85,598.9785714285715,280.5555469319502,7,4,3,180.0,838.57,40,35-44,Nairobi,Low,Student,23864.058096201243,0.5,0
CUST00116,17797.63,2224.70375,1202.8750936454292,8,3,3,180.0,2966.271666666667,49,45-54,Kisumu,High,Student,137126.87553663022,0.2,0
CUST00117,12120.58,1212.058,606.2937776688789,10,4,4,180.0,3030.145,48,45-54,Nairobi,Medium,Employed,68897.40300171798,0.1,1
CUST00118,1268.86,422.9533333333333,109.89132510500238,3,3,2,180.0,422.9533333333333,31,25-34,Nakuru,Low,Business Owner,18206.12606821552,0.5,1
CUST00119,3984.83,996.2075,425.0894335215433,4,3,3,180.0,996.2075,52,45-54,Kitale,Medium,Self-Employed,51174.44737860571,0.30000000000000004,1
CUST00120,2231.9700000000003,371.99500000000006,94.19552595532339,6,4,2,180.0,446.39400000000006,38,35-44,Eldoret,Low,Employed,23637.855699959717,0.3,0
CUST00121,4261.78,426.178,153.42914570286544,10,6,2,180.0,710.2966666666666,52,45-54,Kisumu,Low,Business Owner,18606.99308842991,0.3,0
CUST00122,3784.65,420.51666666666665,195.51760055043638,9,5,2,180.0,756.9300000000001,49,45-54,Nairobi,Low,Employed,23823.35142405181,0.3,0
CUST00123,19333.739999999998,1487.210769230769,611.0202189979959,13,5,5,180.0,3222.2899999999995,29,25-34,Malindi,Medium,Student,70862.32580002403,0.30000000000000004,1
CUST00124,8228.7,748.0636363636364,398.82648804392943,11,5,5,180.0,1645.7400000000002,19,18-24,Eldoret,Medium,Student,68361.5148853329,0.55,1
CUST00125,12916.68,1291.6680000000001,587.1485133119596,10,5,4,180.0,2152.78,32,25-34,Eldoret,Medium,Employed,61525.11726303907,0.1,0
CUST00126,10835.98,570.3147368421053,205.7912892381886,19,6,4,180.0,1805.9966666666667,29,25-34,Thika,Low,Business Owner,26066.159798156565,0.3,1
CUST00127,12347.61,1763.9442857142858,822.7427805792271,7,4,3,180.0,3086.9025,51,45-54,Eldoret,High,Self-Employed,112413.50354027703,0.0,0
CUST00128,8540.289999999999,1423.3816666666664,535.2680736384962,6,4,3,180.0,2846.763333333333,50,45-54,Mombasa,Medium,Employed,58290.30832347168,0.1,0
CUST00129,845.25,169.05,102.23942023505414,5,3,3,180.0,211.3125,21,18-24,Eldoret,Low,Business Owner,21875.17967742638,0.55,0
CUST00130,10962.73,1218.081111111111,516.6481839086547,9,3,2,180.0,2192.546,39,35-44,Nakuru,Medium,Self-Employed,55482.37013533731,0.1,0
CUST00131,15672.41,979.525625,505.46981990973836,16,6,3,180.0,2612.068333333333,32,25-34,Kitale,Medium,Student,47497.71188290727,0.30000000000000004,1
CUST00132,3472.49,496.07,248.8847698567887,7,4,4,180.0,868.1225,29,25-34,Thika,Low,Unemployed,26039.610149346183,0.6,1
CUST00133,3623.83,241.58866666666665,105.32516690615556,15,6,4,180.0,603.9716666666667,23,18-24,Nairobi,Low,Employed,25018.910834864488,0.55,0
CUST00134,5747.2,442.09230769230766,175.7103770486083,13,5,5,180.0,957.8666666666667,31,25-34,Mombasa,Low,Employed,23894.39021306152,0.3,0
CUST00135,5454.26,681.7825,322.6421527127893,8,4,3,180.0,1818.0866666666668,62,55+,Nairobi,Medium,Employed,50555.435993519495,0.25,0
CUST00136,9418.92,1345.56,552.873331604989,7,4,3,180.0,1883.784,29,25-34,Nairobi,Medium,Unemployed,56473.964243747105,0.4,0
CUST00137,5955.35,595.5350000000001,224.6859783119543,10,5,4,180.0,1191.0700000000002,41,35-44,Nakuru,Low,Employed,26339.52633143938,0.3,0
CUST00138,3501.83,389.09222222222223,247.397547217923,9,4,3,180.0,875.4575,38,35-44,Kitale,Low,Employed,23570.78613379929,0.3,1
CUST00139,13571.85,1233.8045454545454,664.4518617983342,11,5,5,180.0,2261.975,30,25-34,Nairobi,Medium,Employed,61821.79639119263,0.1,0
CUST00140,12895.03,1074.5858333333333,504.36310897927734,12,5,4,180.0,2149.1716666666666,59,55+,Mombasa,Medium,Employed,69176.45735839997,0.1,0
CUST00141,8902.86,809.3509090909091,475.5916348392714,11,5,3,180.0,1780.5720000000001,59,55+,Malindi,Medium,Student,60787.001172402925,0.30000000000000004,0
CUST00142,20050.62,2506.3275,1228.8974167782621,8,5,4,180.0,6683.540000000001,29,25-34,Thika,High,Business Owner,137982.4811299284,0.0,0
CUST00143,4622.66,924.5319999999999,381.1760561997566,5,3,4,180.0,1155.665,31,25-34,Kisumu,Medium,Employed,55702.4549224736,0.1,0
CUST00144,10387.74,1038.774,450.7736331192803,10,5,4,180.0,2077.548,28,25-34,Thika,Medium,Employed,56313.33830137119,0.1,1
CUST00145,3974.16,496.77,189.23158094929985,8,4,4,180.0,794.832,32,25-34,Kisumu,Low,Unemployed,24189.36484603889,0.6,0
CUST00146,4000.45,571.4928571428571,223.47288334488414,7,3,4,180.0,1000.1125,19,18-24,Nairobi,Medium,Employed,55102.13294786667,0.35,1
CUST00147,4032.96,504.12,232.20454240665862,8,3,4,180.0,672.16,41,35-44,Nairobi,Low,Business Owner,23049.983986055668,0.3,0
CUST00148,6137.18,438.37,292.4738029294248,14,5,5,180.0,1227.4360000000001,39,35-44,Nairobi,Low,Self-Employed,20528.812720083475,0.3,0
CUST00149,4557.9,569.7375,284.534001972649,8,4,3,180.0,911.5799999999999,21,18-24,Mombasa,Medium,Employed,51437.816487190335,0.35,0
CUST00150,2284.9,380.81666666666666,203.54020965565178,6,3,4,180.0,761.6333333333333,29,25-34,Malindi,Low,Business Owner,22106.89784465095,0.3,0
CUST00151,6193.5,387.09375,174.0029128060792,16,6,5,180.0,1032.25,62,55+,Thika,Low,Employed,19972.62196912245,0.44999999999999996,1
CUST00152,11332.3,1416.5375,230.98730575819212,8,4,3,180.0,2266.46,30,25-34,Mombasa,Medium,Employed,68828.99268314884,0.1,0
CUST00153,1449.74,161.0822222222222,92.54221587710359,9,6,3,180.0,241.62333333333333,20,18-24,Kisumu,Low,Employed,20748.731050070826,0.55,0
CUST00154,1575.38,393.845,170.27562939735873,4,3,4,180.0,393.845,30,25-34,Nairobi,Low,Business Owner,23394.901100449133,0.5,0
CUST00155,4814.37,802.395,375.5209820369561,6,3,2,180.0,1203.5925,58,55+,Eldoret,Medium,Unemployed,53748.741754811235,0.4,0
CUST00156,21794.66,1362.16625,501.9587699120981,16,5,4,180.0,4358.932,31,25-34,Thika,Medium,Employed,53619.97470204444,0.1,0
CUST00157,5075.68,507.56800000000004,210.69013897717716,10,4,4,180.0,1015.1360000000001,39,35-44,Nairobi,Low,Unemployed,21172.27007084399,0.6,0
CUST00158,7521.82,3760.91,161.50318882300735,2,2,1,180.0,3760.91,52,45-54,Nairobi,High,Self-Employed,154887.59106468075,0.2,0
CUST00159,5481.37,498.30636363636364,158.7018189103532,11,4,4,180.0,1096.274,28,25-34,Nakuru,Low,Employed,21540.312593578023,0.3,1
CUST00160,11318.71,1131.8709999999999,544.0502392538966,10,5,2,180.0,2829.6775,39,35-44,Kisumu,Medium,Student,66995.10461026928,0.30000000000000004,0
CUST00161,3595.7200000000003,359.572,217.28536141315286,10,5,4,180.0,719.144,28,25-34,Mombasa,Low,Student,19791.1487136766,0.5,1
CUST00162,11678.03,1167.803,447.2291749092405,10,4,3,180.0,2335.6059999999998,42,35-44,Nakuru,Medium,Self-Employed,48636.785744666086,0.1,1
CUST00163,4207.63,467.51444444444445,220.6551501274733,9,4,3,180.0,841.5260000000001,39,35-44,Kisumu,Low,Employed,25054.68058792708,0.3,0
CUST00164,3814.1499999999996,423.7944444444444,237.9659696317475,9,4,3,180.0,953.5374999999999,42,35-44,Nairobi,Low,Employed,22894.765480419595,0.3,0
CUST00165,3134.55,241.1192307692308,114.4046527653442,13,4,4,180.0,522.4250000000001,21,18-24,Mombasa,Low,Unemployed,22551.155201961174,0.8500000000000001,1
CUST00166,6213.58,1242.716,196.97770731735105,5,3,3,180.0,2071.193333333333,52,45-54,Mombasa,Medium,Unemployed,53956.855978089014,0.4,0
CUST00167,14202.28,946.8186666666667,411.1567970784498,15,4,2,180.0,2367.0466666666666,30,25-34,Kitale,Medium,Student,49210.20282939854,0.30000000000000004,1
CUST00168,5485.75,421.9807692307692,194.56834229740195,13,6,4,180.0,1097.15,29,25-34,Malindi,Low,Unemployed,22363.216344523473,0.6,1
CUST00169,15211.93,1521.193,827.1806318661266,10,6,3,180.0,3042.386,21,18-24,Kitale,High,Student,152303.45939044264,0.45,0
CUST00170,3812.63,381.26300000000003,119.97760411843537,10,3,4,180.0,762.5260000000001,39,35-44,Eldoret,Low,Unemployed,19095.120245935454,0.6,0
CUST00171,11603.810000000001,1450.4762500000002,665.6360720165658,8,4,3,180.0,2320.7619999999997,39,35-44,Nakuru,Medium,Employed,69557.45287089926,0.1,0
CUST00172,1550.67,193.83375,78.62460373509045,8,6,3,180.0,258.445,22,18-24,Eldoret,Low,Employed,20488.572775836725,0.55,1
CUST00173,9775.29,1221.91125,661.8952097993739,8,4,2,180.0,1955.0580000000002,39,35-44,Malindi,Medium,Self-Employed,60130.47240283285,0.1,0
CUST00174,12791.17,1065.9308333333333,510.61884492266006,12,4,4,180.0,2558.2339999999995,30,25-34,Nairobi,Medium,Employed,49072.26865406369,0.1,0
CUST00175,14485.66,1034.69,362.5887292787795,14,5,4,180.0,2897.132,41,35-44,Kisumu,Medium,Student,57586.28332252034,0.30000000000000004,0
CUST00176,2726.45,247.8590909090909,112.03156327165533,11,4,5,180.0,545.2900000000001,31,25-34,Eldoret,Low,Business Owner,19148.04445856216,0.3,0
CUST00177,5396.02,490.54727272727274,181.6700455821437,11,5,3,180.0,1079.2040000000002,39,35-44,Eldoret,Low,Employed,18446.179074033673,0.3,1
CUST00178,13197.32,1466.368888888889,594.6776140154523,9,4,4,180.0,2199.5533333333333,32,25-34,Nairobi,Medium,Business Owner,70445.25753150528,0.1,0
